date_id,category_id,geo_id,sales_qty,sales_amt
2024-02-02T00:00:00,1001,1,2,2024
2024-02-02T00:00:00,1001,2,2,2024
2024-02-02T00:00:00,1001,3,2,2024
2024-02-02T00:00:00,1002,1,6,6072
2024-02-02T00:00:00,1002,2,5,5060
2024-02-02T00:00:00,1002,3,3,3036
2024-02-02T00:00:00,1003,1,0,0
2024-02-02T00:00:00,1003,2,5,5060
2024-02-02T00:00:00,1003,3,5,5060
2024-02-02T00:00:00,1004,1,5,5060
2024-02-02T00:00:00,1004,2,3,3036
2024-02-02T00:00:00,1004,3,8,8096
2024-02-02T00:00:00,1005,1,9,9108
2024-02-02T00:00:00,1005,2,1,1012
2024-02-02T00:00:00,1005,3,5,5060
2024-02-02T00:00:00,1006,1,4,4048
2024-02-02T00:00:00,1006,2,9,9108
2024-02-02T00:00:00,1006,3,6,6072
2024-02-02T00:00:00,1007,1,1,1012
2024-02-02T00:00:00,1007,2,0,0
2024-02-02T00:00:00,1007,3,0,0
2024-02-02T00:00:00,1008,1,8,8096
2024-02-02T00:00:00,1008,2,8,8096
2024-02-02T00:00:00,1008,3,3,3036
2024-02-02T00:00:00,1009,1,8,8096
2024-02-02T00:00:00,1009,2,9,9108
2024-02-02T00:00:00,1009,3,4,4048
2024-02-02T00:00:00,1010,1,8,8096
2024-02-02T00:00:00,1010,2,7,7084
2024-02-02T00:00:00,1010,3,2,2024
2024-02-03T00:00:00,1001,1,4,4048
2024-02-03T00:00:00,1001,2,8,8096
2024-02-03T00:00:00,1001,3,2,2024
2024-02-03T00:00:00,1002,1,4,4048
2024-02-03T00:00:00,1002,2,0,0
2024-02-03T00:00:00,1002,3,8,8096
2024-02-03T00:00:00,1003,1,3,3036
2024-02-03T00:00:00,1003,2,9,9108
2024-02-03T00:00:00,1003,3,1,1012
2024-02-03T00:00:00,1004,1,6,6072
2024-02-03T00:00:00,1004,2,4,4048
2024-02-03T00:00:00,1004,3,4,4048
2024-02-03T00:00:00,1005,1,5,5060
2024-02-03T00:00:00,1005,2,8,8096
2024-02-03T00:00:00,1005,3,8,8096
2024-02-03T00:00:00,1006,1,1,1012
2024-02-03T00:00:00,1006,2,8,8096
2024-02-03T00:00:00,1006,3,8,8096
2024-02-03T00:00:00,1007,1,7,7084
2024-02-03T00:00:00,1007,2,0,0
2024-02-03T00:00:00,1007,3,0,0
2024-02-03T00:00:00,1008,1,3,3036
2024-02-03T00:00:00,1008,2,9,9108
2024-02-03T00:00:00,1008,3,4,4048
2024-02-03T00:00:00,1009,1,3,3036
2024-02-03T00:00:00,1009,2,5,5060
2024-02-03T00:00:00,1009,3,9,9108
2024-02-03T00:00:00,1010,1,2,2024
2024-02-03T00:00:00,1010,2,2,2024
2024-02-03T00:00:00,1010,3,1,1012
2024-02-04T00:00:00,1001,1,2,2024
2024-02-04T00:00:00,1001,2,7,7084
2024-02-04T00:00:00,1001,3,5,5060
2024-02-04T00:00:00,1002,1,3,3036
2024-02-04T00:00:00,1002,2,8,8096
2024-02-04T00:00:00,1002,3,2,2024
2024-02-04T00:00:00,1003,1,6,6072
2024-02-04T00:00:00,1003,2,4,4048
2024-02-04T00:00:00,1003,3,5,5060
2024-02-04T00:00:00,1004,1,9,9108
2024-02-04T00:00:00,1004,2,4,4048
2024-02-04T00:00:00,1004,3,9,9108
2024-02-04T00:00:00,1005,1,1,1012
2024-02-04T00:00:00,1005,2,1,1012
2024-02-04T00:00:00,1005,3,4,4048
2024-02-04T00:00:00,1006,1,7,7084
2024-02-04T00:00:00,1006,2,0,0
2024-02-04T00:00:00,1006,3,1,1012
2024-02-04T00:00:00,1007,1,4,4048
2024-02-04T00:00:00,1007,2,2,2024
2024-02-04T00:00:00,1007,3,3,3036
2024-02-04T00:00:00,1008,1,9,9108
2024-02-04T00:00:00,1008,2,9,9108
2024-02-04T00:00:00,1008,3,5,5060
2024-02-04T00:00:00,1009,1,0,0
2024-02-04T00:00:00,1009,2,7,7084
2024-02-04T00:00:00,1009,3,9,9108
2024-02-04T00:00:00,1010,1,5,5060
2024-02-04T00:00:00,1010,2,2,2024
2024-02-04T00:00:00,1010,3,2,2024
2024-02-05T00:00:00,1001,1,0,0
2024-02-05T00:00:00,1001,2,6,6072
2024-02-05T00:00:00,1001,3,3,3036
2024-02-05T00:00:00,1002,1,9,9108
2024-02-05T00:00:00,1002,2,7,7084
2024-02-05T00:00:00,1002,3,1,1012
2024-02-05T00:00:00,1003,1,2,2024
2024-02-05T00:00:00,1003,2,1,1012
2024-02-05T00:00:00,1003,3,6,6072
2024-02-05T00:00:00,1004,1,1,1012
2024-02-05T00:00:00,1004,2,7,7084
2024-02-05T00:00:00,1004,3,2,2024
2024-02-05T00:00:00,1005,1,6,6072
2024-02-05T00:00:00,1005,2,2,2024
2024-02-05T00:00:00,1005,3,1,1012
2024-02-05T00:00:00,1006,1,3,3036
2024-02-05T00:00:00,1006,2,9,9108
2024-02-05T00:00:00,1006,3,2,2024
2024-02-05T00:00:00,1007,1,8,8096
2024-02-05T00:00:00,1007,2,9,9108
2024-02-05T00:00:00,1007,3,2,2024
2024-02-05T00:00:00,1008,1,9,9108
2024-02-05T00:00:00,1008,2,0,0
2024-02-05T00:00:00,1008,3,9,9108
2024-02-05T00:00:00,1009,1,1,1012
2024-02-05T00:00:00,1009,2,9,9108
2024-02-05T00:00:00,1009,3,8,8096
2024-02-05T00:00:00,1010,1,0,0
2024-02-05T00:00:00,1010,2,5,5060
2024-02-05T00:00:00,1010,3,6,6072
2024-02-06T00:00:00,1001,1,4,4048
2024-02-06T00:00:00,1001,2,5,5060
2024-02-06T00:00:00,1001,3,9,9108
2024-02-06T00:00:00,1002,1,1,1012
2024-02-06T00:00:00,1002,2,0,0
2024-02-06T00:00:00,1002,3,0,0
2024-02-06T00:00:00,1003,1,7,7084
2024-02-06T00:00:00,1003,2,9,9108
2024-02-06T00:00:00,1003,3,1,1012
2024-02-06T00:00:00,1004,1,0,0
2024-02-06T00:00:00,1004,2,3,3036
2024-02-06T00:00:00,1004,3,4,4048
2024-02-06T00:00:00,1005,1,6,6072
2024-02-06T00:00:00,1005,2,4,4048
2024-02-06T00:00:00,1005,3,6,6072
2024-02-06T00:00:00,1006,1,0,0
2024-02-06T00:00:00,1006,2,0,0
2024-02-06T00:00:00,1006,3,5,5060
2024-02-06T00:00:00,1007,1,8,8096
2024-02-06T00:00:00,1007,2,1,1012
2024-02-06T00:00:00,1007,3,9,9108
2024-02-06T00:00:00,1008,1,5,5060
2024-02-06T00:00:00,1008,2,3,3036
2024-02-06T00:00:00,1008,3,2,2024
2024-02-06T00:00:00,1009,1,8,8096
2024-02-06T00:00:00,1009,2,6,6072
2024-02-06T00:00:00,1009,3,7,7084
2024-02-06T00:00:00,1010,1,4,4048
2024-02-06T00:00:00,1010,2,1,1012
2024-02-06T00:00:00,1010,3,8,8096
2024-02-07T00:00:00,1001,1,3,3036
2024-02-07T00:00:00,1001,2,6,6072
2024-02-07T00:00:00,1001,3,8,8096
2024-02-07T00:00:00,1002,1,5,5060
2024-02-07T00:00:00,1002,2,7,7084
2024-02-07T00:00:00,1002,3,0,0
2024-02-07T00:00:00,1003,1,4,4048
2024-02-07T00:00:00,1003,2,7,7084
2024-02-07T00:00:00,1003,3,5,5060
2024-02-07T00:00:00,1004,1,8,8096
2024-02-07T00:00:00,1004,2,4,4048
2024-02-07T00:00:00,1004,3,8,8096
2024-02-07T00:00:00,1005,1,6,6072
2024-02-07T00:00:00,1005,2,7,7084
2024-02-07T00:00:00,1005,3,8,8096
2024-02-07T00:00:00,1006,1,1,1012
2024-02-07T00:00:00,1006,2,4,4048
2024-02-07T00:00:00,1006,3,9,9108
2024-02-07T00:00:00,1007,1,1,1012
2024-02-07T00:00:00,1007,2,0,0
2024-02-07T00:00:00,1007,3,0,0
2024-02-07T00:00:00,1008,1,7,7084
2024-02-07T00:00:00,1008,2,4,4048
2024-02-07T00:00:00,1008,3,5,5060
2024-02-07T00:00:00,1009,1,8,8096
2024-02-07T00:00:00,1009,2,3,3036
2024-02-07T00:00:00,1009,3,4,4048
2024-02-07T00:00:00,1010,1,3,3036
2024-02-07T00:00:00,1010,2,9,9108
2024-02-07T00:00:00,1010,3,3,3036
2024-02-08T00:00:00,1001,1,1,1012
2024-02-08T00:00:00,1001,2,6,6072
2024-02-08T00:00:00,1001,3,7,7084
2024-02-08T00:00:00,1002,1,2,2024
2024-02-08T00:00:00,1002,2,1,1012
2024-02-08T00:00:00,1002,3,3,3036
2024-02-08T00:00:00,1003,1,6,6072
2024-02-08T00:00:00,1003,2,7,7084
2024-02-08T00:00:00,1003,3,6,6072
2024-02-08T00:00:00,1004,1,0,0
2024-02-08T00:00:00,1004,2,0,0
2024-02-08T00:00:00,1004,3,8,8096
2024-02-08T00:00:00,1005,1,5,5060
